arm,organelle,neck,decoder,loss,adapt,canonical_nm,split,n_evaluated,n_excluded,dice,iou,precision,recall,boundary_f1,boundary_iou,hd95,cldice,auprc,pq,sq,rq,ap,vi
nucleus_omniem,nucleus,naive_1x1,affinity_mws,dice_bce,lora,25.0,val,109,0,0.871647893569834,0.8096637054058472,0.9354767304586915,0.8570773519111073,0.8172303044744822,0.6368774682325707,192.9334968995648,,0.905688305481841,0.5103211638669998,0.7682812141909234,0.5541040778408152,0.620778879485776,0.24089704609533028
nucleus_omniem,nucleus,naive_1x1,affinity_mws,dice_bce,lora,25.0,test,738,0,0.7252980628142338,0.6554486334278962,0.8585892556323704,0.7127477419520892,0.6840231688102482,0.5191272095569391,245.39265432331663,,0.8157387619571247,0.4636911550190584,0.7738236929435035,0.5106639799741791,0.5519174309195568,0.6227181757649111
