arm,organelle,neck,decoder,loss,adapt,canonical_nm,split,n_evaluated,n_excluded,dice,iou,precision,recall,boundary_f1,boundary_iou,hd95,cldice,auprc,pq,sq,rq,ap,vi
ld_omniem,ld,naive_1x1,affinity_mws,dice_bce,lora,8.0,val,210,0,0.7185925350189601,0.6301744884279599,0.836698872041175,0.7198837149235924,0.8122238570366216,0.606092632774258,600.3414180235366,,0.7937696727559046,0.39201035423215397,0.6430921904631478,0.5036332584167025,0.38929101184462456,0.03931879627533649
ld_omniem,ld,naive_1x1,affinity_mws,dice_bce,lora,8.0,test,446,0,0.577361317519216,0.48620622195314295,0.6742442166745392,0.6058575651256438,0.5918479563034879,0.48256997383994465,705.5349499766174,,0.6550667514745508,0.3116278181243164,0.6008430934028587,0.38539818500129613,0.35828067013105747,0.14737798776393393
