arm,organelle,neck,decoder,loss,adapt,canonical_nm,split,n_evaluated,n_excluded,dice,iou,precision,recall,boundary_f1,boundary_iou,hd95,cldice,auprc,pq,sq,rq,ap,vi
er_quantem,er,resnet34_detail,upernet,dice_bce+skeleton_recall,full,2.0,val,227,1,0.37471291100090787,0.2645557253755255,0.3406150983430181,0.6728016632709328,0.4118230172100157,0.23276654130651195,193.4410334919706,0.3851167966124067,0.43603045759658593,,,,,
er_quantem,er,resnet34_detail,upernet,dice_bce+skeleton_recall,full,2.0,test,359,0,0.3621571233956911,0.2420021866281497,0.2989556092709079,0.5584237473678513,0.5596961906395139,0.24146939992399935,232.1352629471316,0.3876777188122781,0.3401505148368166,,,,,
