arm,organelle,neck,decoder,loss,adapt,canonical_nm,split,n_evaluated,n_excluded,dice,iou,precision,recall,boundary_f1,boundary_iou,hd95,cldice,auprc,pq,sq,rq,ap,vi
er_omniem,er,resnet34_detail,dpt,dice_bce+cldice+skeleton_recall,lora,2.0,val,205,23,0.4809753260088236,0.3607481997735801,0.457431426325979,0.6517335605860861,0.48528272347167256,0.32787811965950203,165.73245949424705,0.5124287019503757,0.5118573070518286,,,,,
er_omniem,er,resnet34_detail,dpt,dice_bce+cldice+skeleton_recall,lora,2.0,test,359,0,0.45322014116747783,0.3142508175694013,0.3799674898770011,0.6593478518562403,0.6374043036267931,0.31421356813080364,202.97837612076248,0.5027758871862159,0.4351354385751396,,,,,
