model,organelle,dataset,dataset_label,crop_id,coverage,voxel_nm,source_image,dice,iou,precision,recall,f1,accuracy,specificity,tp,fp,fn,tn,gt_area,pred_area,eval_area,gt_frac,cldice,boundary_f1,status,infer_s,inst_n_pred,inst_n_gt,inst_precision@0.5,inst_recall@0.5,inst_f1@0.5,inst_ap@0.5,inst_precision@0.75,inst_recall@0.75,inst_f1@0.75,inst_ap@0.75,inst_pq,inst_sq,inst_rq,target_nm,model_type,force_scale
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_00504,partial,7.41,image/C019.tif,0.55014,0.379443,0.429551,0.764861,0.55014,0.986927,0.989272,134110,178100,41229,16423777,175339,312210,13152256,0.013331,0.291498,0.377552,ok,10.121,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_00505,partial,7.41,image/C019.tif,0.393147,0.244669,0.248156,0.945681,0.393147,0.985555,0.985754,78500,237833,4509,16456374,83009,316333,10704075,0.007755,0.103448,0.376349,ok,10.124,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_00526,partial,9.26,image/C046.tif,0.579182,0.40764,0.418225,0.941543,0.579182,0.995374,0.995557,53409,74295,3316,16646196,56725,127704,8721529,0.006504,0.234719,0.369153,ok,9.957,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_00527,partial,9.26,image/C046.tif,0.700614,0.539188,0.55645,0.945597,0.700614,0.997268,0.997443,53639,42756,3086,16677735,56725,96395,10878640,0.005214,0.238482,0.416478,ok,10.248,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_00530,partial,14.81,image/C051.tif,0.091965,0.048199,0.076781,0.114635,0.091965,0.986536,0.991753,11439,137543,88347,16539887,99786,148982,13230080,0.007542,0.060844,0.057288,ok,10.151,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_00531,partial,14.81,image/C051.tif,0.128408,0.068609,0.096033,0.193712,0.128408,0.981703,0.987224,22612,212848,94118,16447638,116730,235460,13226850,0.008825,0.132372,0.090813,ok,9.995,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_00532,partial,6.17,image/C052.tif,0.585955,0.414382,0.436841,0.889623,0.585955,0.986727,0.987763,157570,203133,19550,16396963,177120,360703,13223620,0.013394,0.165414,0.277282,ok,10.73,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_00533,partial,6.17,image/C052.tif,0.722202,0.565193,0.602224,0.90188,0.722202,0.992675,0.993644,159741,105511,17379,16494585,177120,265252,13223620,0.013394,0.260521,0.388579,ok,10.099,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_00542,partial,3.7,image/C057.tif,0.0,0.0,nan,0.0,0.0,0.977269,1.0,0,0,381360,16395856,381360,0,6892944,0.055326,0.0,0.0,ok,10.443,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_00543,partial,3.7,image/C057.tif,0.0,0.0,nan,0.0,0.0,0.95765,1.0,0,0,710508,16066708,710508,0,9250605,0.076807,0.0,0.0,ok,10.116,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_00564,partial,18.51,image/C076.tif,0.610511,0.439378,0.599067,0.622402,0.610511,0.969171,0.983176,405364,271295,245926,15854631,651290,676659,13230080,0.049228,0.608685,0.573903,ok,10.005,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_00565,partial,18.51,image/C076.tif,0.691302,0.528237,0.639225,0.752617,0.691302,0.976602,0.98468,439539,248073,144475,15945129,584014,687612,13230080,0.044143,0.653995,0.661624,ok,10.192,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_00576,partial,14.81,image/C088.tif,0.0,0.0,0.0,0.0,0.0,0.987272,0.997401,0,43154,170387,16563675,170387,43154,8928486,0.019084,0.0,0.0,ok,9.946,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_00577,partial,14.81,image/C088.tif,0.284739,0.166004,0.438458,0.210826,0.284739,0.989243,0.99723,35922,46006,134465,16560823,170387,81928,9119565,0.018684,0.292842,0.252341,ok,10.044,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_00610,partial,6.17,image/C119.tif,0.256334,0.147009,0.642887,0.160081,0.256334,0.978439,0.997887,62344,34631,327109,16353132,389453,96975,13230080,0.029437,0.152505,0.079893,ok,10.738,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_00611,partial,6.17,image/C119.tif,0.0,0.0,0.0,0.0,0.0,0.974999,0.99817,0,29987,389453,16357776,389453,29987,13226850,0.029444,0.0,0.0,ok,9.957,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_00630,partial,12.34,image/C171.tif,0.862476,0.758205,0.849214,0.876159,0.862476,0.994524,0.99689,288090,51153,40720,16397253,328810,339243,13225984,0.024861,0.777228,0.627305,ok,9.935,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_00631,partial,12.34,image/C171.tif,0.800228,0.666983,0.717912,0.903865,0.800228,0.993042,0.994438,233819,91874,24869,16426654,258688,325693,13226850,0.019558,0.493082,0.491719,ok,10.491,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_00646,partial,3.7,image/C179.tif,0.101743,0.053598,0.091922,0.113914,0.101743,0.994383,0.996849,5337,52723,41514,16677642,46851,58060,10821632,0.004329,0.151643,0.113708,ok,9.878,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_00686,partial,3.09,image/C199.tif,0.0,0.0,0.0,0.0,0.0,0.984313,0.991713,0,137995,125181,16514040,125181,137995,13223620,0.009466,0.0,0.0,ok,9.922,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_00687,partial,3.09,image/C199.tif,0.545633,0.375169,0.432458,0.739042,0.545633,0.990816,0.992709,92514,121412,32667,16530623,125181,213926,13223620,0.009466,0.49162,0.069815,ok,10.603,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_00690,partial,12.34,image/C201.tif,0.013198,0.006643,0.006644,0.966785,0.013198,0.922429,0.922405,8703,1301126,299,15467088,9002,1309829,13230080,0.00068,0.009799,0.030832,ok,10.205,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_00691,partial,12.34,image/C201.tif,0.204972,0.114189,0.115184,0.92961,0.204972,0.933537,0.933574,143741,1104179,10884,15518412,154625,1247920,13226850,0.01169,0.100721,0.168552,ok,10.048,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_00696,partial,5.29,image/C204.tif,0.735736,0.581949,0.712739,0.760268,0.735736,0.979234,0.987888,484996,195472,152932,15943816,637928,680468,13230080,0.048218,0.536395,0.360861,ok,10.509,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_00697,partial,5.29,image/C204.tif,0.865026,0.762154,0.834992,0.8973,0.865026,0.989353,0.992991,572413,113118,65515,16026170,637928,685531,13223620,0.048242,0.61266,0.40722,ok,9.947,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_00724,partial,6.17,image/C218.tif,0.38379,0.237463,0.240163,0.954798,0.38379,0.986392,0.986532,71099,224946,3366,16477805,74465,296045,13230080,0.005628,0.042389,0.319225,ok,9.884,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_00725,partial,6.17,image/C218.tif,0.0,0.0,0.0,0.0,0.0,0.988432,0.988983,0,184732,9341,16583143,9341,184732,13226850,0.000706,0.0,0.0,ok,10.256,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_00768,partial,5.29,image/C240.tif,0.0,0.0,0.0,0.0,0.0,0.954588,0.961368,0,643565,118326,16015325,118326,643565,11898351,0.009945,0.0,0.0,ok,10.106,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_00769,partial,5.29,image/C240.tif,0.0,0.0,0.0,0.0,0.0,0.963787,0.970632,0,489233,118326,16169657,118326,489233,11863467,0.009974,0.0,0.0,ok,10.079,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_00772,partial,18.51,image/C242.tif,0.593293,0.42176,0.528773,0.675747,0.593293,0.990825,0.993976,112278,100059,53876,16511003,166154,212337,13230080,0.012559,0.426785,0.411693,ok,10.535,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_00773,partial,18.51,image/C242.tif,0.583945,0.412375,0.504462,0.693159,0.583945,0.99022,0.993191,115149,113112,50973,16497982,166122,228261,13226850,0.012559,0.424547,0.412404,ok,10.104,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_00794,partial,4.63,image/C253.tif,0.805014,0.67366,0.880078,0.741748,0.805014,0.993838,0.998237,213404,29079,74300,16460433,287704,242483,13230080,0.021746,0.820529,0.16812,ok,10.075,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_00795,partial,4.63,image/C253.tif,0.835179,0.717001,0.77673,0.90314,0.835179,0.993887,0.99547,259837,74690,27867,16414822,287704,334527,12622840,0.022792,0.734177,0.321084,ok,10.037,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_00798,partial,5.29,image/C255.tif,0.511073,0.343249,0.443606,0.602742,0.511073,0.988454,0.992354,101245,126987,66729,16482255,167974,228232,13230080,0.012696,0.502511,0.10508,ok,10.004,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_00799,partial,5.29,image/C255.tif,0.85405,0.745277,0.824669,0.885601,0.85405,0.99697,0.998096,148758,31627,19216,16577615,167974,180385,13223620,0.012703,0.562118,0.10792,ok,10.593,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_00802,partial,6.17,image/C257.tif,0.666409,0.49971,0.699671,0.636166,0.666409,0.987409,0.994493,210999,90570,120674,16354973,331673,301569,12107776,0.027393,0.458051,0.202184,ok,10.375,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_00803,partial,6.17,image/C257.tif,0.0,0.0,0.0,0.0,0.0,0.987366,0.996697,0,54903,157060,16565253,157060,54903,12104820,0.012975,0.0,0.0,ok,9.936,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_00823,partial,4.63,image/C267.tif,0.112731,0.059732,0.073673,0.239934,0.112731,0.987208,0.989747,13634,171428,43190,16548964,56824,185062,10574802,0.005374,0.138505,0.059445,ok,10.831,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_00834,partial,,image/C606.tif,0.23634,0.134005,0.488244,0.155903,0.23634,0.969812,0.994952,78372,82146,424325,16192373,502697,160518,6726600,0.074733,0.149757,0.208507,ok,9.913,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_00835,partial,,image/C606.tif,0.421885,0.267334,0.977074,0.269022,0.421885,0.979094,0.999816,127981,3003,347746,16298486,475727,130984,6457248,0.073673,0.379483,0.217771,ok,9.908,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_00846,partial,2.47,image/C_008.tif,0.058802,0.030292,0.134953,0.037591,0.058802,0.834316,0.961527,86833,556599,2223114,13910670,2309947,643432,11617942,0.198826,0.07041,0.0,ok,10.807,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_00847,partial,2.47,image/C_008.tif,0.025841,0.01309,0.10875,0.014663,0.025841,0.84779,0.980813,33870,277578,2276077,14189691,2309947,311448,9347955,0.247107,0.0,0.0,ok,10.153,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_00895,partial,6.17,image/L1_003.tif,0.923748,0.858301,0.947994,0.900711,0.923748,0.988991,0.996049,1118812,61377,123331,15473696,1242143,1180189,9271190,0.133979,0.853997,0.789885,ok,9.958,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_00896,partial,6.17,image/L1_003.tif,0.91622,0.845394,0.908646,0.923922,0.91622,0.982629,0.989356,1593562,160215,131217,14892222,1724779,1753777,11199110,0.15401,0.897388,0.814437,ok,10.248,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_00913,partial,4.63,image/L1_014.tif,0.891662,0.804504,0.953028,0.837721,0.891662,0.98499,0.996713,1036340,51078,200754,15489044,1237094,1087418,5999753,0.206191,0.855703,0.541978,ok,10.151,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_00914,partial,4.63,image/L1_014.tif,0.932715,0.873913,0.981166,0.888823,0.932715,0.99266,0.998964,853528,16384,106762,15800542,960290,869912,4477352,0.214477,0.860534,0.584147,ok,10.24,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_00951,partial,3.7,image/L7_011.tif,0.201462,0.112014,0.978924,0.112285,0.201462,0.954394,0.999869,96518,2078,763064,15915556,859582,98596,4528587,0.189812,0.234726,0.064516,ok,10.001,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_00952,partial,3.7,image/L7_011.tif,0.228849,0.129209,0.997549,0.12925,0.228849,0.955371,0.999983,111101,273,748481,15917361,859582,111374,5776260,0.148813,0.231293,0.079624,ok,10.096,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_00955,partial,3.7,image/L8_002.tif,0.753598,0.604618,0.888204,0.654421,0.753598,0.968988,0.993565,795636,100145,420150,15461285,1215786,895781,9090270,0.133746,0.718378,0.367789,ok,9.963,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_00956,partial,3.7,image/L8_002.tif,0.777242,0.635647,0.936265,0.664396,0.777242,0.977784,0.997198,650250,44265,328458,15754243,978708,694515,7145118,0.136976,0.768132,0.339191,ok,10.256,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_00961,sparse,1.48,image/M4D-25000X-0006.tif,0.0,0.0,0.0,0.0,0.0,0.995699,0.999672,0,5484,66668,16705064,66668,5484,1695450,0.039322,0.0,0.0,ok,2.45,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_00989,partial,4.63,image/c10_003.tif,0.52116,0.352411,0.368445,0.890086,0.52116,0.960966,0.962699,356379,610872,44008,15765957,400387,967251,13206610,0.030317,0.26764,0.291863,ok,9.929,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_00990,partial,4.63,image/c10_003.tif,0.686659,0.522833,0.541095,0.939364,0.686659,0.97954,0.980522,376109,318980,24278,16057849,400387,695089,13222755,0.03028,0.226914,0.288475,ok,10.329,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_01002,partial,4.63,image/c13_002.tif,0.646822,0.478002,0.487072,0.962501,0.646822,0.994958,0.995114,77464,81576,3018,16615158,80482,159040,13222755,0.006087,0.56701,0.28145,ok,10.097,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_01011,partial,5.29,image/c6_003.tif,0.547663,0.377091,0.64763,0.474431,0.547663,0.976855,0.992145,235069,127899,260407,16153841,495476,362968,13230080,0.037451,0.453656,0.269283,ok,9.891,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_01012,partial,5.29,image/c6_003.tif,0.550445,0.379734,0.605739,0.504401,0.550445,0.97292,0.988843,278139,181034,273285,16044758,551424,459173,13226850,0.04169,0.510018,0.230286,ok,10.738,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_01013,partial,,image/cs10_001.tif,0.195253,0.108188,0.14967,0.280757,0.195253,0.997814,0.998492,4450,25282,11400,16736084,15850,29732,13040258,0.001215,0.097826,0.169028,ok,9.895,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_01014,partial,,image/cs10_001.tif,0.196597,0.109014,0.148861,0.289401,0.196597,0.997765,0.998435,4587,26227,11263,16735139,15850,30814,13201408,0.001201,0.177215,0.132512,ok,9.904,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_01015,partial,14.81,image/g-l_004.tif,0.257979,0.148092,0.161123,0.646771,0.257979,0.984462,0.985878,45316,235935,24749,16471216,70065,281251,13230080,0.005296,0.22898,0.108517,ok,10.405,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_01016,partial,14.81,image/g-l_004.tif,0.422056,0.267472,0.277182,0.884193,0.422056,0.989887,0.99033,61951,161552,8114,16545599,70065,223503,13226850,0.005297,0.117424,0.194695,ok,10.147,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_01029,partial,5.29,image/h3_007.tif,0.569361,0.397977,0.411193,0.925273,0.569361,0.992465,0.992829,83566,119662,6749,16567239,90315,203228,13230080,0.006826,0.141509,0.232373,ok,9.86,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_01030,partial,5.29,image/h3_007.tif,0.51383,0.345741,0.353175,0.942612,0.51383,0.994114,0.994285,52183,95571,3177,16626285,55360,147754,13230080,0.004184,0.293785,0.35911,ok,10.145,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_01033,partial,3.7,image/h4_004.tif,0.157829,0.085675,0.606873,0.09071,0.157829,0.9643,0.99775,56123,36356,562587,16122150,618710,92479,11821173,0.052339,0.058602,0.0,ok,10.166,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_01034,partial,3.7,image/h4_004.tif,0.464526,0.30253,0.564179,0.394793,0.464526,0.976441,0.991897,171440,132435,262813,16210528,434253,303875,9694389,0.044794,0.253091,0.076843,ok,10.537,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_01055,partial,14.81,image/n-l_001.tif,0.612797,0.44175,0.480441,0.845808,0.612797,0.975244,0.978313,328660,355420,59915,16033221,388575,684080,13230080,0.029371,0.530687,0.431668,ok,10.534,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_01056,partial,14.81,image/n-l_001.tif,0.598441,0.426983,0.53263,0.682809,0.598441,0.974986,0.983185,312717,274402,145269,16044828,457986,587119,13217160,0.034651,0.446984,0.431768,ok,10.059,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_01073,partial,5.29,image/n-o_007.tif,0.914704,0.842815,0.883808,0.947838,0.914704,0.997927,0.998521,186488,24517,10263,16555948,196751,211005,8385024,0.023465,0.681725,0.285756,ok,10.768,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_01074,partial,5.29,image/n-o_007.tif,0.776091,0.634108,0.646891,0.969779,0.776091,0.993438,0.993718,190805,104152,5946,16476313,196751,294957,10194944,0.019299,0.41196,0.379367,ok,10.07,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_01081,partial,9.26,image/o1_004.tif,0.334216,0.200636,0.2016,0.976713,0.334216,0.992819,0.992849,30240,119760,721,16626495,30961,150000,13221888,0.002342,0.045543,0.239411,ok,9.862,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_01082,partial,9.26,image/o1_004.tif,0.339434,0.204408,0.205303,0.979135,0.339434,0.992967,0.992993,30315,117345,646,16628910,30961,147660,13230080,0.00234,0.048426,0.209436,ok,10.571,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_01085,partial,6.17,image/o1_009.tif,0.814101,0.686485,0.720765,0.935207,0.814101,0.996675,0.997158,122138,47318,8462,16599298,130600,169456,11309056,0.011548,0.552632,0.416919,ok,10.392,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_01086,partial,6.17,image/o1_009.tif,0.881557,0.7882,0.827947,0.942589,0.881557,0.99807,0.998496,120511,25043,7340,16624322,127851,145554,10914233,0.011714,0.701488,0.52037,ok,9.913,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_01087,partial,7.41,image/o3_004.tif,0.610189,0.439045,0.443179,0.979195,0.610189,0.993018,0.993095,91684,115194,1948,16568390,93632,206878,13230080,0.007077,0.227848,0.31611,ok,10.707,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_01088,partial,7.41,image/o3_004.tif,0.638049,0.468481,0.475233,0.970566,0.638049,0.993855,0.993985,90876,100348,2756,16583236,93632,191224,13226850,0.007079,0.375,0.434304,ok,9.987,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_01091,partial,5.29,image/o3_010.tif,0.373695,0.229782,0.234225,0.923744,0.373695,0.986817,0.987087,65983,215725,5447,16490061,71430,281708,13230080,0.005399,0.131148,0.197212,ok,9.966,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_01092,partial,5.29,image/o3_010.tif,0.779496,0.638667,0.653799,0.965029,0.779496,0.997675,0.997815,68932,36501,2498,16669285,71430,105433,12366900,0.005776,0.247525,0.473812,ok,10.709,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_01093,partial,5.29,image/o4_002.tif,0.654566,0.486509,0.492292,0.976425,0.654566,0.995701,0.995782,68339,70479,1650,16636748,69989,138818,13230080,0.00529,0.222222,0.423703,ok,10.165,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_01094,partial,5.29,image/o4_002.tif,0.600203,0.428779,0.432813,0.978725,0.600203,0.994561,0.994627,68500,89767,1489,16617460,69989,158267,13230080,0.00529,0.252953,0.407232,ok,9.873,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_01099,partial,7.41,image/o4_008.tif,0.37508,0.23083,0.235248,0.924755,0.37508,0.977775,0.97816,111900,363768,9105,16292443,121005,475668,13230080,0.009146,0.205808,0.251731,ok,10.304,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_01100,partial,7.41,image/o4_008.tif,0.316763,0.188187,0.188904,0.980232,0.316763,0.969501,0.969423,118613,509289,2392,16146922,121005,627902,13230080,0.009146,0.08228,0.234281,ok,10.087,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_01115,partial,14.81,image/p5_008.tif,0.229111,0.129376,0.133197,0.818514,0.229111,0.993524,0.99373,16146,105073,3580,16652417,19726,121219,7205900,0.002737,0.562783,0.243695,ok,10.471,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_01116,partial,14.81,image/p5_008.tif,0.230861,0.130494,0.13354,0.851212,0.230861,0.993331,0.993499,16791,108947,2935,16648543,19726,125738,7205900,0.002737,0.543411,0.24591,ok,10.271,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_01119,partial,,image/wh5_007.tif,0.847713,0.735678,0.743848,0.98529,0.847713,0.998758,0.998805,58006,19975,866,16698369,58872,77981,9121520,0.006454,0.653333,0.551434,ok,9.932,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_01120,partial,,image/wh5_007.tif,0.384406,0.237935,0.244714,0.895706,0.384406,0.989933,0.990265,52732,162752,6140,16555592,58872,215484,11379290,0.005174,0.32596,0.275532,ok,10.319,,,,,,,,,,,,,,,vit_l_em_organelles,
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,te_01121,partial,,image/xc0_001.tif,0.837656,0.720661,0.796809,0.882917,0.837656,0.998349,0.998908,71473,18226,9478,16678039,80951,89699,13225984,0.006121,0.869701,0.801453,ok,9.904,,,,,,,,,,,,,,,vit_l_em_organelles,
