model,organelle,dataset,dataset_label,n_crops,dice_mean,dice_std,dice_median,dice_n,iou_mean,iou_std,iou_median,iou_n,precision_mean,precision_std,precision_median,precision_n,recall_mean,recall_std,recall_median,recall_n,f1_mean,f1_std,f1_median,f1_n,accuracy_mean,accuracy_std,accuracy_median,accuracy_n,specificity_mean,specificity_std,specificity_median,specificity_n,tp_mean,tp_std,tp_median,tp_n,fp_mean,fp_std,fp_median,fp_n,fn_mean,fn_std,fn_median,fn_n,tn_mean,tn_std,tn_median,tn_n,gt_area_mean,gt_area_std,gt_area_median,gt_area_n,pred_area_mean,pred_area_std,pred_area_median,pred_area_n,eval_area_mean,eval_area_std,eval_area_median,eval_area_n,gt_frac_mean,gt_frac_std,gt_frac_median,gt_frac_n,cldice_mean,cldice_std,cldice_median,cldice_n,boundary_f1_mean,boundary_f1_std,boundary_f1_median,boundary_f1_n,inst_n_pred_mean,inst_n_pred_std,inst_n_pred_median,inst_n_pred_n,inst_n_gt_mean,inst_n_gt_std,inst_n_gt_median,inst_n_gt_n,inst_precision@0.5_mean,inst_precision@0.5_std,inst_precision@0.5_median,inst_precision@0.5_n,inst_recall@0.5_mean,inst_recall@0.5_std,inst_recall@0.5_median,inst_recall@0.5_n,inst_f1@0.5_mean,inst_f1@0.5_std,inst_f1@0.5_median,inst_f1@0.5_n,inst_ap@0.5_mean,inst_ap@0.5_std,inst_ap@0.5_median,inst_ap@0.5_n,inst_precision@0.75_mean,inst_precision@0.75_std,inst_precision@0.75_median,inst_precision@0.75_n,inst_recall@0.75_mean,inst_recall@0.75_std,inst_recall@0.75_median,inst_recall@0.75_n,inst_f1@0.75_mean,inst_f1@0.75_std,inst_f1@0.75_median,inst_f1@0.75_n,inst_ap@0.75_mean,inst_ap@0.75_std,inst_ap@0.75_median,inst_ap@0.75_n,inst_pq_mean,inst_pq_std,inst_pq_median,inst_pq_n,inst_sq_mean,inst_sq_std,inst_sq_median,inst_sq_n,inst_rq_mean,inst_rq_std,inst_rq_median,inst_rq_n,target_nm_mean,target_nm_std,target_nm_median,target_nm_n,force_scale_mean,force_scale_std,force_scale_median,force_scale_n
lipidnet,ld,deepcontact_cell,DeepContact,41,0.587062,0.354103,0.731981,41,0.497284,0.329905,0.577264,41,0.674517,0.361519,0.82742,41,0.597868,0.351481,0.768151,41,0.587062,0.354103,0.731981,41,0.990198,0.014729,0.996945,41,0.995258,0.006538,0.998467,41,206717.731707,248772.574146,116644.0,41,76937.560976,104829.541786,24845.0,41,87507.634146,155619.386375,29280.0,41,16406053.073171,384770.71675,16503717.0,41,294225.365854,313323.760287,209402.0,41,283655.292683,293090.856782,149630.0,41,8442561.414634,5671503.484006,4310446.0,41,0.047386,0.058234,0.030655,41,0.50956,0.326762,0.6,41,0.501965,0.325027,0.646305,41,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
lipidnet,ld,empiar_12885_aive,AIVE,35,0.462443,0.294717,0.509779,35,0.347758,0.248248,0.342083,35,0.684574,0.359074,0.8431,33,0.399797,0.289394,0.420946,35,0.462443,0.294717,0.509779,35,0.999654,0.000187,0.999707,35,0.999928,9.8e-05,0.999981,35,3862.8,3575.070987,3138.0,35,1204.542857,1642.872421,323.0,35,4606.857143,2641.819158,4482.0,35,16767541.8,4820.699658,16769006.0,35,8469.657143,4311.103889,7435.0,35,5067.342857,4154.283036,4427.0,35,1932077.942857,357397.668375,2009980.0,35,0.004576,0.002642,0.003648,35,0.483663,0.331394,0.589226,35,0.173749,0.22925,0.061175,35,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
lipidnet,ld,empiar_13420_macrophage_a431,MacrophageSEM,370,0.714082,0.316833,0.836962,370,0.632462,0.318173,0.719634,370,0.736079,0.330245,0.900582,365,0.779924,0.250439,0.884901,370,0.714082,0.316833,0.836962,370,0.995111,0.038672,0.999555,370,0.995327,0.0387,0.999826,370,34780.775676,36622.29096,21294.5,370,78354.062162,649047.160763,2900.0,370,3671.032432,2724.396111,3224.0,370,16660410.12973,646532.475546,16735961.0,370,38451.808108,37388.27747,27703.0,370,113134.837838,646741.354243,35496.0,370,3340693.413514,4629939.425518,1933303.0,370,0.040087,0.093831,0.016445,370,0.532505,0.337715,0.561121,370,0.635802,0.325935,0.740247,370,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
lipidnet_scaled,ld,deepcontact_cell,DeepContact,41,0.140653,0.293402,0.0,41,0.114199,0.245251,0.0,41,0.744485,0.429901,0.993278,12,0.115036,0.247386,0.0,41,0.140653,0.293402,0.0,41,0.987807,0.010462,0.990408,41,0.99955,0.001699,1.0,41,96965.95122,227254.942425,0.0,41,7301.097561,27679.066189,0.0,41,197259.414634,162742.58581,160924.0,41,16475689.536585,320500.307738,16567814.0,41,294225.365854,313323.760287,209402.0,41,104267.04878,229424.707562,0.0,41,8442561.414634,5671503.484006,4310446.0,41,0.047386,0.058234,0.030655,41,0.125366,0.275158,0.0,41,0.052552,0.124291,0.0,41,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,20.0,0.0,20.0,41,,,,0
lipidnet_scaled,ld,empiar_12885_aive,AIVE,35,0.015993,0.093255,0.0,35,0.011104,0.06475,0.0,35,1.0,0.0,1.0,1,0.011104,0.06475,0.0,35,0.015993,0.093255,0.0,35,0.999499,0.00026,0.999557,35,1.0,0.0,1.0,35,69.114286,403.002075,0.0,35,0.0,0.0,0.0,35,8400.542857,4365.597484,7435.0,35,16768746.342857,4311.103889,16769781.0,35,8469.657143,4311.103889,7435.0,35,69.114286,403.002075,0.0,35,1932077.942857,357397.668375,2009980.0,35,0.004576,0.002642,0.003648,35,0.021164,0.123406,0.0,35,0.0,0.0,0.0,35,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,20.0,0.0,20.0,35,,,,0
lipidnet_scaled,ld,empiar_13420_macrophage_a431,MacrophageSEM,370,0.028865,0.114311,0.0,370,0.019671,0.087632,0.0,370,0.160214,0.330247,0.0,168,0.043151,0.146991,0.0,370,0.028865,0.114311,0.0,370,0.996591,0.008931,0.998095,370,0.998866,0.008902,1.0,370,276.064865,933.281645,0.0,370,19017.494595,149266.861489,0.0,370,38175.743243,37530.890293,27369.0,370,16719746.697297,150080.906651,16745009.5,370,38451.808108,37388.27747,27703.0,370,19293.559459,149543.522151,0.0,370,3340693.413514,4629939.425518,1933303.0,370,0.040087,0.093831,0.016445,370,0.020484,0.105151,0.0,370,0.018522,0.078304,0.0,370,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,20.0,0.0,20.0,370,,,,0
microsam_vit_l_em_organelles,er,deepcontact_tem,DeepContact,9,0.001351,0.000825,0.001224,9,0.000676,0.000413,0.000612,9,0.002422,0.002311,0.001975,9,0.00101,0.000609,0.000856,9,0.001351,0.000825,0.001224,9,0.991269,0.003082,0.993005,9,0.99733,0.000672,0.997304,9,108.444444,105.841717,75.0,9,44511.777778,11141.354603,44982.0,9,101976.0,46102.187878,87575.0,9,16630619.777778,51788.472627,16659815.0,9,102084.444444,46188.897776,87650.0,9,44620.222222,11163.405303,45074.0,9,1219539.555556,120802.397318,1238472.0,9,0.084871,0.040737,0.074584,9,0.000169,0.000478,0.0,9,0.034173,0.02034,0.030232,9,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
microsam_vit_l_em_organelles,er,empiar_10994_hela_sbfsem,EMPIAR-10994,74,0.002583,0.003137,0.001354,74,0.001296,0.001579,0.000678,74,0.003923,0.004438,0.002068,72,0.002191,0.002845,0.001247,74,0.002583,0.003137,0.001354,74,0.995053,0.003113,0.99591,74,0.99841,0.000738,0.99839,74,116.094595,169.636509,52.0,74,26569.067568,12297.797867,26860.5,74,56430.445946,44259.902415,40357.0,74,16694100.391892,52298.611338,16708512.5,74,56546.540541,44326.060953,40580.0,74,26685.162162,12382.589202,26967.5,74,991819.635135,392899.306037,1010154.0,74,0.054073,0.027274,0.04978,74,0.001032,0.00244,0.0,74,0.016478,0.010529,0.014634,74,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
microsam_vit_l_em_organelles,er,empiar_12885_aive,AIVE,57,0.006341,0.011235,0.001877,57,0.003213,0.005751,0.00094,57,0.009753,0.019984,0.001865,57,0.005232,0.009136,0.001646,57,0.006341,0.011235,0.001877,57,0.987106,0.008847,0.991316,57,0.994569,0.004688,0.996456,57,926.614035,2072.091288,184.0,57,90110.210526,77325.14717,59196.0,57,126212.929825,74176.856303,94809.0,57,16559966.245614,149333.553275,16630974.0,57,127139.54386,75206.456028,94862.0,57,91036.824561,78099.310633,59235.0,57,1997753.263158,368766.299235,2053930.0,57,0.066801,0.041271,0.050983,57,0.004076,0.008014,0.0,57,0.035164,0.02105,0.032166,57,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
microsam_vit_l_em_organelles,er,empiar_13156_hela_stard3_er,EMPIAR-13156,84,0.000458,0.001003,0.0,84,0.000229,0.000502,0.0,84,0.0003,0.000671,0.0,84,0.001404,0.003477,0.0,84,0.000458,0.001003,0.0,84,0.992382,0.004291,0.993022,84,0.994116,0.003905,0.994783,84,33.916667,86.460452,0.0,84,98518.464286,65372.283206,87388.5,84,29288.77381,16593.947795,30168.5,84,16649374.845238,72029.559902,16660138.0,84,29322.690476,16602.27218,30168.5,84,98552.380952,65412.60724,87388.5,84,1966612.202381,783904.3314,2232790.0,84,0.015378,0.007722,0.014696,84,8.6e-05,0.000784,0.0,84,0.008476,0.014207,0.0,84,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
microsam_vit_l_em_organelles,er,lab_islet_liver_er,islet/liver-ER,135,0.004057,0.007258,0.001045,135,0.002046,0.003687,0.000523,135,0.004977,0.008081,0.001787,135,0.004522,0.009169,0.000786,135,0.004057,0.007258,0.001045,135,0.996974,0.004646,0.998595,135,0.998469,0.003062,0.999557,135,282.274074,940.776334,10.0,135,25564.755556,51041.728533,7439.0,135,25198.948148,30394.340143,13003.0,135,16726170.022222,78679.498226,16753444.0,135,25481.222222,31089.420596,13045.0,135,25847.02963,51738.765375,7439.0,135,225186.496296,198790.237603,166026.0,135,0.09784,0.050339,0.090636,135,0.000637,0.003162,0.0,135,0.026073,0.0317,0.017004,135,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
microsam_vit_l_em_organelles,ld,deepcontact_cell,DeepContact,41,0.012016,0.034446,0.0,41,0.006363,0.018368,0.0,41,0.010096,0.027891,0.0,41,0.016735,0.049819,0.0,41,0.012016,0.034446,0.0,41,0.940459,0.036746,0.955085,41,0.956741,0.026517,0.963864,41,4978.585366,13882.641281,0.0,41,709687.609756,425335.341164,601628.0,41,289246.780488,311373.657035,178710.0,41,15773303.02439,615606.23872,16023663.0,41,294225.365854,313323.760287,209402.0,41,714666.195122,422843.779309,601628.0,41,8442561.414634,5671503.484006,4310446.0,41,0.047386,0.058234,0.030655,41,0.01191,0.033736,0.0,41,0.009478,0.011641,0.004727,41,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
microsam_vit_l_em_organelles,ld,empiar_12885_aive,AIVE,35,0.044353,0.057413,0.01886,35,0.023589,0.030978,0.00952,35,0.025707,0.033836,0.009858,35,0.2596,0.321146,0.101099,35,0.044353,0.057413,0.01886,35,0.992826,0.005202,0.994145,35,0.993204,0.005095,0.994526,35,2045.371429,2384.570247,1325.0,35,113942.428571,85409.237785,91799.0,35,6424.285714,4478.408886,5584.0,35,16654803.914286,87709.908912,16678990.0,35,8469.657143,4311.103889,7435.0,35,115987.8,85888.155338,91799.0,35,1932077.942857,357397.668375,2009980.0,35,0.004576,0.002642,0.003648,35,0.052371,0.086212,0.014005,35,0.038393,0.051742,0.007444,35,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
microsam_vit_l_em_organelles,ld,empiar_13420_macrophage_a431,MacrophageSEM,370,0.004068,0.042547,0.0,370,0.002761,0.034115,0.0,370,0.007178,0.074823,0.0,364,0.006686,0.056776,0.0,370,0.004068,0.042547,0.0,370,0.992547,0.006234,0.993793,370,0.994827,0.006306,0.996344,370,40.440541,187.162433,0.0,370,86635.1,105772.25409,61130.0,370,38411.367568,37387.667933,27693.0,370,16652129.091892,104579.637971,16673053.0,370,38451.808108,37388.27747,27703.0,370,86675.540541,105756.217431,61130.0,370,3340693.413514,4629939.425518,1933303.0,370,0.040087,0.093831,0.016445,370,0.005358,0.06221,0.0,370,0.007949,0.020369,0.001695,370,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
microsam_vit_l_em_organelles,mito,deepcontact_tem,DeepContact,67,0.598526,0.189196,0.633498,67,0.45184,0.185541,0.463591,67,0.664985,0.219082,0.671117,67,0.579647,0.190502,0.581958,67,0.598526,0.189196,0.633498,67,0.997791,0.001003,0.997848,67,0.99912,0.000698,0.999264,67,31005.119403,17061.750157,30001.0,67,14723.58209,11692.181721,12338.0,67,22340.41791,12840.969848,19468.0,67,16709146.880597,24484.369409,16709354.0,67,53345.537313,23489.396912,53198.0,67,45728.701493,18898.594325,45889.0,67,1065479.014925,235332.901822,1141690.0,67,0.050081,0.018703,0.049145,67,0.615848,0.226746,0.63816,67,0.40353,0.21805,0.373957,67,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
microsam_vit_l_em_organelles,mito,deeppi_em_skeletal_muscle,DeepPI,6,0.841248,0.104199,0.883478,6,0.739044,0.145441,0.792542,6,0.955371,0.018199,0.95787,6,0.768342,0.158333,0.818912,6,0.841248,0.104199,0.883478,6,0.953461,0.032385,0.960761,6,0.993704,0.002029,0.994124,6,2009287.333333,495936.03247,1765372.5,6,89411.166667,31213.577481,85067.5,6,691381.5,564039.950386,562602.5,6,13987136.0,688730.421358,14001211.5,6,2700668.833333,707979.533532,2673596.0,6,2098698.5,492923.274664,1892757.0,6,6553600.0,0.0,6553600.0,6,0.412089,0.108029,0.407959,6,0.865496,0.105013,0.904751,6,0.52942,0.135337,0.535355,6,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
microsam_vit_l_em_organelles,mito,empiar_10982_mitonet_benchmark,MitoNet,192,0.646228,0.340923,0.817412,192,0.558669,0.326711,0.691211,192,0.816378,0.291306,0.933696,182,0.593998,0.340621,0.749573,192,0.646228,0.340923,0.817412,192,0.998841,0.001889,0.999354,192,0.999771,0.00039,0.999903,192,50480.286458,92988.594755,8517.5,192,3804.234375,6449.759011,1640.0,192,15633.885417,30718.279011,6775.0,192,16707297.59375,113178.12834,16746276.0,192,66114.171875,110833.0889,25187.5,192,54284.520833,95672.846878,14703.5,192,516820.3125,377597.697069,539612.5,192,0.116574,0.12126,0.073358,192,0.658166,0.350301,0.827105,192,0.533254,0.322504,0.633301,192,16.536458,16.736895,12.5,192,21.75,19.53869,17.0,192,0.695558,0.320067,0.818182,182,0.537008,0.333044,0.628289,192,0.574388,0.333711,0.686535,192,0.475667,0.316093,0.522764,192,0.580518,0.33471,0.666667,182,0.45857,0.323208,0.527864,192,0.488163,0.329641,0.571429,192,0.386788,0.298119,0.4,192,0.495263,0.302407,0.56168,192,0.718283,0.306159,0.84404,192,0.574388,0.333711,0.686535,192,,,,0,,,,0
microsam_vit_l_em_organelles,mito,orgsegnet_plant,PlantHunter,198,0.468608,0.304941,0.523737,198,0.359136,0.270786,0.354776,198,0.476995,0.319228,0.484054,194,0.588073,0.361009,0.698246,198,0.468608,0.304941,0.523737,198,0.981194,0.022646,0.988443,198,0.99079,0.011371,0.99398,198,169680.156566,220245.704814,90840.0,198,150924.40404,186353.109521,100102.0,198,164586.838384,320428.600289,43667.5,198,16292024.60101,451756.116623,16449028.5,198,334266.994949,395805.158613,172114.0,198,320604.560606,298291.882104,226347.5,198,11566402.555556,2575672.045301,13202713.0,198,0.042028,0.092409,0.014224,198,0.361141,0.281913,0.31165,198,0.278724,0.211782,0.276407,198,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
microsam_vit_l_em_organelles,mito,zenodo_mitoem2,ME2-Mossy,55,0.609338,0.203095,0.618245,55,0.468,0.207892,0.447434,55,0.511729,0.229052,0.480171,54,0.87315,0.130114,0.893951,55,0.609338,0.203095,0.618245,55,0.996494,0.002596,0.996575,55,0.996757,0.002474,0.996967,55,39951.181818,28155.953758,33572.0,55,54228.472727,41358.84882,50620.0,55,4597.963636,3322.459702,4002.0,55,16678438.381818,63769.147141,16673190.0,55,44549.145455,30691.494494,36695.0,55,94179.654545,61165.200551,97629.0,55,503440.945455,369935.29685,475800.0,55,0.160219,0.162057,0.112516,55,0.58505,0.225961,0.642925,55,0.513135,0.179044,0.549147,55,48.854545,32.667147,43.0,55,18.272727,13.191532,15.0,55,0.38471,0.22116,0.340993,54,0.812023,0.19457,0.842105,55,0.489386,0.214939,0.488889,55,0.354181,0.217925,0.323529,55,0.324564,0.204687,0.284564,54,0.683741,0.199363,0.705882,55,0.41245,0.203253,0.4,55,0.284388,0.196794,0.25,55,0.416851,0.187719,0.408534,55,0.818885,0.163998,0.849449,55,0.489386,0.214939,0.488889,55,,,,0,,,,0
microsam_vit_l_em_organelles,nucleus,orgsegnet_plant,PlantHunter,65,0.006854,0.034531,0.0,65,0.003771,0.019166,0.0,65,0.025019,0.128902,0.0,65,0.004012,0.019949,0.0,65,0.006854,0.034531,0.0,65,0.925171,0.052773,0.938098,65,0.977426,0.019552,0.983354,65,1852.369231,8345.487213,0.0,65,354291.246154,303463.722438,256034.0,65,901124.861538,767578.776082,698305.0,65,15519947.523077,883954.438399,15725451.0,65,902977.230769,766618.226298,698305.0,65,356143.615385,301818.980946,256034.0,65,11175749.169231,3793615.302803,13217792.0,65,0.08644,0.070166,0.060599,65,0.006731,0.037779,0.0,65,0.004401,0.015358,0.0,65,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
microsam_vit_l_em_organelles,nucleus,sbiad2822_nuclei,NucleiNet,219,0.01187,0.08968,0.0,219,0.009748,0.083943,0.0,219,0.030672,0.154086,0.0,216,0.010416,0.086183,0.0,219,0.01187,0.08968,0.0,219,0.839846,0.109647,0.828986,219,0.954132,0.033402,0.949718,219,3462.351598,12037.432953,0.0,219,647539.607306,480319.010972,675327.0,219,2039398.273973,1584988.070879,1890348.0,219,14086815.767123,1839211.299884,13908075.0,219,2042860.625571,1584476.4187,1914735.0,219,651001.958904,480788.397514,675351.0,219,12699416.420091,7084439.413568,16777216.0,219,0.266164,0.209211,0.172025,219,0.014678,0.094983,0.0,219,0.010883,0.057623,0.000945,219,191.552511,205.53452,112.0,219,7.767123,10.814991,5.0,219,0.00713,0.055864,0.0,216,0.019387,0.100213,0.0,219,0.007837,0.064836,0.0,219,0.005498,0.048129,0.0,219,0.006605,0.05309,0.0,216,0.017502,0.099086,0.0,219,0.00747,0.064304,0.0,219,0.005293,0.047896,0.0,219,0.006513,0.054281,0.0,219,0.093647,0.262204,0.0,219,0.007837,0.064836,0.0,219,,,,0,,,,0
microsam_vit_l_em_organelles,nucleus,segapp_islet_nucleus,IsletSEM,154,0.000574,0.003009,0.0,154,0.00029,0.001523,0.0,154,0.001834,0.010271,0.0,154,0.000352,0.001797,0.0,154,0.000574,0.003009,0.0,154,0.83458,0.082048,0.838793,154,0.960598,0.017875,0.957747,154,897.87013,5437.344354,0.0,154,561430.480519,246073.709108,579248.5,154,2213856.324675,1263119.164957,2096593.0,154,14001031.324675,1377047.038692,14072623.0,154,2214754.194805,1263676.419584,2096593.0,154,562328.350649,246169.754414,580608.5,154,16777216.0,0.0,16777216.0,154,0.13201,0.075321,0.124966,154,0.000626,0.00253,0.0,154,0.001048,0.004032,0.0,154,134.88961,57.085327,140.0,154,3.220779,1.491303,3.0,154,0.0,0.0,0.0,154,0.0,0.0,0.0,154,0.0,0.0,0.0,154,0.0,0.0,0.0,154,0.0,0.0,0.0,154,0.0,0.0,0.0,154,0.0,0.0,0.0,154,0.0,0.0,0.0,154,0.0,0.0,0.0,154,0.0,0.0,0.0,154,0.0,0.0,0.0,154,,,,0,,,,0
microsam_vit_l_em_organelles,nucleus,zenodo_3675220_platynereis,Platynereis,300,0.94974,0.037994,0.961168,300,0.906494,0.061138,0.925239,300,0.963861,0.015653,0.965496,300,0.938279,0.062081,0.960292,300,0.94974,0.037994,0.961168,300,0.999838,0.00011,0.999869,300,0.999946,2e-05,0.999947,300,29293.52,16647.804083,25939.0,300,905.146667,342.87636,890.5,300,1808.396667,1817.110591,1127.5,300,16745208.936667,17675.252936,16749408.0,300,31101.916667,17534.725017,26942.0,300,30198.666667,16796.20572,26797.5,300,123926.95,29583.263153,130687.5,300,0.254421,0.134407,0.223385,300,0.95362,0.042735,0.965235,300,0.925321,0.05211,0.938317,300,20.896667,11.924736,19.0,300,21.906667,12.689022,19.0,300,0.915294,0.091158,0.936835,300,0.876634,0.101351,0.9,300,0.891817,0.082707,0.912281,300,0.814134,0.126232,0.83871,300,0.854219,0.122771,0.875,300,0.815861,0.113501,0.823529,300,0.831185,0.108724,0.845757,300,0.725352,0.153752,0.732738,300,0.804628,0.085067,0.822017,300,0.901487,0.028333,0.904205,300,0.891817,0.082707,0.912281,300,,,,0,,,,0
mitonet,mito,deepcontact_tem,DeepContact,67,0.575801,0.166647,0.605364,67,0.422909,0.160721,0.434065,67,0.628389,0.203605,0.660513,67,0.566396,0.173753,0.567947,67,0.575801,0.166647,0.605364,67,0.997558,0.001053,0.997537,67,0.998951,0.000701,0.999044,67,29925.731343,14824.614756,29391.0,67,17548.641791,11740.988366,15994.0,67,23419.80597,14095.942175,20907.0,67,16706321.820896,24721.985871,16703540.0,67,53345.537313,23489.396912,53198.0,67,47474.373134,17429.499835,46286.0,67,1065479.014925,235332.901822,1141690.0,67,0.050081,0.018703,0.049145,67,0.587709,0.180749,0.622113,67,0.506541,0.172286,0.514925,67,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
mitonet,mito,deeppi_em_skeletal_muscle,DeepPI,6,0.144662,0.1555,0.069446,6,0.086212,0.09849,0.03631,6,0.923778,0.071178,0.959663,6,0.086885,0.099475,0.036369,6,0.144662,0.1555,0.069446,6,0.849459,0.048621,0.841549,6,0.9994,0.000381,0.999528,6,183619.0,171782.706855,133353.0,6,8609.333333,5817.278879,6476.5,6,2517049.833333,820163.258479,2654929.0,6,14067937.833333,704099.928014,14100181.0,6,2700668.833333,707979.533532,2673596.0,6,192228.333333,177020.365992,139493.5,6,6553600.0,0.0,6553600.0,6,0.412089,0.108029,0.407959,6,0.16188,0.17662,0.077547,6,0.122747,0.10917,0.074629,6,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
mitonet,mito,empiar_10982_mitonet_benchmark,MitoNet,192,0.648241,0.334552,0.806767,192,0.559386,0.326451,0.676119,192,0.843134,0.225349,0.939196,186,0.592793,0.342547,0.727683,192,0.648241,0.334552,0.806767,192,0.998902,0.002066,0.999303,192,0.999818,0.000272,0.999955,192,50712.635417,100949.270847,9531.0,192,3026.348958,4508.457231,759.0,192,15401.536458,33850.645754,7320.0,192,16708075.479167,113622.134126,16750838.0,192,66114.171875,110833.0889,25187.5,192,53738.984375,103832.891869,10194.0,192,516820.3125,377597.697069,539612.5,192,0.116574,0.12126,0.073358,192,0.661577,0.339896,0.821734,192,0.570572,0.317273,0.681726,192,18.864583,18.541406,13.5,192,21.75,19.53869,17.0,192,0.61918,0.30569,0.701852,186,0.553355,0.341677,0.652483,192,0.558728,0.325481,0.6159,192,0.456798,0.311482,0.445,192,0.501633,0.319436,0.5,186,0.459104,0.333415,0.5,192,0.461177,0.326115,0.5,192,0.362067,0.299312,0.333333,192,0.477546,0.29647,0.533023,192,0.722072,0.290304,0.827419,192,0.558728,0.325481,0.6159,192,,,,0,,,,0
mitonet,mito,orgsegnet_plant,PlantHunter,198,0.144566,0.221329,0.01437,198,0.097355,0.164605,0.007237,198,0.365526,0.384125,0.211482,183,0.119786,0.201719,0.008442,198,0.144566,0.221329,0.01437,198,0.979709,0.02364,0.989732,198,0.998424,0.002634,0.999514,198,19675.994949,42811.947928,1623.0,198,25830.969697,42830.19991,8113.5,198,314591.0,392797.532046,162948.5,198,16417118.035354,400835.944363,16580347.5,198,334266.994949,395805.158613,172114.0,198,45506.964646,68297.531256,19697.0,198,11566402.555556,2575672.045301,13202713.0,198,0.042028,0.092409,0.014224,198,0.148014,0.231839,0.0,198,0.078682,0.135967,0.012772,198,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0,,,,0
mitonet,mito,zenodo_mitoem2,ME2-Mossy,55,0.602857,0.206396,0.610364,55,0.462576,0.214334,0.439226,55,0.494815,0.226576,0.454526,54,0.902466,0.139178,0.929372,55,0.602857,0.206396,0.610364,55,0.99622,0.002795,0.996319,55,0.996406,0.002697,0.996473,55,41221.836364,28603.786317,32548.0,55,60095.163636,45077.132928,58875.0,55,3327.309091,3117.89272,2777.0,55,16672571.690909,67788.706842,16664879.0,55,44549.145455,30691.494494,36695.0,55,101317.0,65682.807207,109678.0,55,503440.945455,369935.29685,475800.0,55,0.160219,0.162057,0.112516,55,0.623022,0.20962,0.667869,55,0.503991,0.175469,0.518798,55,50.727273,33.702686,47.0,55,18.272727,13.191532,15.0,55,0.377102,0.207532,0.342105,54,0.827172,0.174049,0.857143,55,0.480838,0.190294,0.495238,55,0.338744,0.180949,0.329114,55,0.302406,0.185108,0.263655,54,0.688788,0.239745,0.714286,55,0.3951,0.198002,0.382022,55,0.267149,0.174184,0.236111,55,0.410092,0.171737,0.397545,55,0.834444,0.13754,0.856884,55,0.480838,0.190294,0.495238,55,,,,0,,,,0
