model,organelle,dataset,dataset_label,crop_id,coverage,voxel_nm,source_image,target_nm,infer_s,dice,iou,precision,recall,f1,accuracy,specificity,tp,fp,fn,tn,gt_area,pred_area,eval_area,gt_frac,cldice,boundary_f1,status
lipidnet_scaled,ld,empiar_12885_aive,AIVE,set1_00012,sparse,6.5104,Set1_-_AIVE_SOURCE_DATA/Dataset1_overview.tif,20.0,0.115,0.0,0.0,nan,0.0,0.0,0.999384,1.0,0,0,10341,16766875,10341,0,1536240,0.006731,0.0,0.0,ok
lipidnet_scaled,ld,empiar_12885_aive,AIVE,set1_00013,sparse,6.5104,Set1_-_AIVE_SOURCE_DATA/Dataset1_overview.tif,20.0,0.127,0.0,0.0,nan,0.0,0.0,0.999411,1.0,0,0,9875,16767341,9875,0,1431756,0.006897,0.0,0.0,ok
lipidnet_scaled,ld,empiar_12885_aive,AIVE,set1_00014,sparse,6.5104,Set1_-_AIVE_SOURCE_DATA/Dataset1_overview.tif,20.0,0.138,0.0,0.0,nan,0.0,0.0,0.999219,1.0,0,0,13106,16764110,13106,0,1316310,0.009957,0.0,0.0,ok
lipidnet_scaled,ld,empiar_12885_aive,AIVE,set1_00016,sparse,6.5104,Set1_-_AIVE_SOURCE_DATA/Dataset1_overview.tif,20.0,0.114,0.0,0.0,nan,0.0,0.0,0.999924,1.0,0,0,1275,16775941,1275,0,1074480,0.001187,0.0,0.0,ok
lipidnet_scaled,ld,empiar_12885_aive,AIVE,set1_00017,sparse,6.5104,Set1_-_AIVE_SOURCE_DATA/Dataset1_overview.tif,20.0,0.115,0.0,0.0,nan,0.0,0.0,0.99977,1.0,0,0,3858,16773358,3858,0,976800,0.00395,0.0,0.0,ok
lipidnet_scaled,ld,empiar_12885_aive,AIVE,set2_00020,sparse,6.5104,Set2_-_AIVE_SOURCE_DATA/Dataset2_overview.tif,20.0,0.124,0.0,0.0,nan,0.0,0.0,0.999588,1.0,0,0,6912,16770304,6912,0,2053930,0.003365,0.0,0.0,ok
lipidnet_scaled,ld,empiar_12885_aive,AIVE,set2_00021,sparse,6.5104,Set2_-_AIVE_SOURCE_DATA/Dataset2_overview.tif,20.0,0.115,0.0,0.0,nan,0.0,0.0,0.999667,1.0,0,0,5584,16771632,5584,0,2100810,0.002658,0.0,0.0,ok
lipidnet_scaled,ld,empiar_12885_aive,AIVE,set2_00022,sparse,6.5104,Set2_-_AIVE_SOURCE_DATA/Dataset2_overview.tif,20.0,0.115,0.0,0.0,nan,0.0,0.0,0.99938,1.0,0,0,10404,16766812,10404,0,2162340,0.004811,0.0,0.0,ok
lipidnet_scaled,ld,empiar_12885_aive,AIVE,set2_00023,sparse,6.5104,Set2_-_AIVE_SOURCE_DATA/Dataset2_overview.tif,20.0,0.118,0.0,0.0,nan,0.0,0.0,0.999874,1.0,0,0,2107,16775109,2107,0,2118390,0.000995,0.0,0.0,ok
lipidnet_scaled,ld,empiar_12885_aive,AIVE,set2_00025,sparse,6.5104,Set2_-_AIVE_SOURCE_DATA/Dataset2_overview.tif,20.0,0.126,0.0,0.0,nan,0.0,0.0,0.999764,1.0,0,0,3955,16773261,3955,0,2080300,0.001901,0.0,0.0,ok
lipidnet_scaled,ld,empiar_12885_aive,AIVE,set2_00026,sparse,6.5104,Set2_-_AIVE_SOURCE_DATA/Dataset2_overview.tif,20.0,0.126,0.559759,0.388657,1.0,0.388657,0.559759,0.999773,1.0,2419,0,3805,16770992,6224,2419,2080386,0.002992,0.740741,0.0,ok
lipidnet_scaled,ld,empiar_12885_aive,AIVE,set2_00030,sparse,6.5104,Set2_-_AIVE_SOURCE_DATA/Dataset2_overview.tif,20.0,0.136,0.0,0.0,nan,0.0,0.0,0.999595,1.0,0,0,6792,16770424,6792,0,2048070,0.003316,0.0,0.0,ok
lipidnet_scaled,ld,empiar_12885_aive,AIVE,set2_00031,sparse,6.5104,Set2_-_AIVE_SOURCE_DATA/Dataset2_overview.tif,20.0,0.125,0.0,0.0,nan,0.0,0.0,0.999553,1.0,0,0,7504,16769712,7504,0,2056860,0.003648,0.0,0.0,ok
lipidnet_scaled,ld,empiar_12885_aive,AIVE,set2_00034,sparse,6.5104,Set2_-_AIVE_SOURCE_DATA/Dataset2_overview.tif,20.0,0.121,0.0,0.0,nan,0.0,0.0,0.999414,1.0,0,0,9824,16767392,9824,0,2009980,0.004888,0.0,0.0,ok
lipidnet_scaled,ld,empiar_12885_aive,AIVE,set2_00035,sparse,6.5104,Set2_-_AIVE_SOURCE_DATA/Dataset2_overview.tif,20.0,0.121,0.0,0.0,nan,0.0,0.0,0.999582,1.0,0,0,7016,16770200,7016,0,2012910,0.003486,0.0,0.0,ok
lipidnet_scaled,ld,empiar_12885_aive,AIVE,set2_00038,sparse,6.5104,Set2_-_AIVE_SOURCE_DATA/Dataset2_overview.tif,20.0,0.119,0.0,0.0,nan,0.0,0.0,0.999617,1.0,0,0,6427,16770789,6427,0,1954310,0.003289,0.0,0.0,ok
lipidnet_scaled,ld,empiar_12885_aive,AIVE,set2_00039,sparse,6.5104,Set2_-_AIVE_SOURCE_DATA/Dataset2_overview.tif,20.0,0.119,0.0,0.0,nan,0.0,0.0,0.999937,1.0,0,0,1055,16776161,1055,0,1892780,0.000557,0.0,0.0,ok
lipidnet_scaled,ld,empiar_12885_aive,AIVE,set3_00041,sparse,6.5104,Set3_-_AIVE_SOURCE_DATA/Dataset3_overview.tif,20.0,0.135,0.0,0.0,nan,0.0,0.0,0.999826,1.0,0,0,2918,16774298,2918,0,2366330,0.001233,0.0,0.0,ok
lipidnet_scaled,ld,empiar_12885_aive,AIVE,set3_00042,sparse,6.5104,Set3_-_AIVE_SOURCE_DATA/Dataset3_overview.tif,20.0,0.123,0.0,0.0,nan,0.0,0.0,0.999564,1.0,0,0,7315,16769901,7315,0,2400360,0.003047,0.0,0.0,ok
lipidnet_scaled,ld,empiar_12885_aive,AIVE,set3_00043,sparse,6.5104,Set3_-_AIVE_SOURCE_DATA/Dataset3_overview.tif,20.0,0.118,0.0,0.0,nan,0.0,0.0,0.999606,1.0,0,0,6614,16770602,6614,0,2443520,0.002707,0.0,0.0,ok
lipidnet_scaled,ld,empiar_12885_aive,AIVE,set3_00044,sparse,6.5104,Set3_-_AIVE_SOURCE_DATA/Dataset3_overview.tif,20.0,0.126,0.0,0.0,nan,0.0,0.0,0.999512,1.0,0,0,8181,16769035,8181,0,2432100,0.003364,0.0,0.0,ok
lipidnet_scaled,ld,empiar_12885_aive,AIVE,set3_00047,sparse,6.5104,Set3_-_AIVE_SOURCE_DATA/Dataset3_overview.tif,20.0,0.116,0.0,0.0,nan,0.0,0.0,0.99967,1.0,0,0,5536,16771680,5536,0,2446840,0.002263,0.0,0.0,ok
lipidnet_scaled,ld,empiar_12885_aive,AIVE,set3_00051,sparse,6.5104,Set3_-_AIVE_SOURCE_DATA/Dataset3_overview.tif,20.0,0.122,0.0,0.0,nan,0.0,0.0,0.999607,1.0,0,0,6586,16770630,6586,0,2446840,0.002692,0.0,0.0,ok
lipidnet_scaled,ld,empiar_13420_macrophage_a431,MacrophageSEM,231106_00330,partial,15,SBFSEM/231106_A431_CLEM_CM1_3J/dataset/TIFs/231106_A431_CLEM_CM1_3J_R01_015.tif,20.0,1.044,0.0,0.0,nan,0.0,0.0,0.999864,1.0,0,0,2286,16774930,2286,0,237744,0.009615,0.0,0.0,ok
lipidnet_scaled,ld,empiar_13420_macrophage_a431,MacrophageSEM,231106_00331,partial,15,SBFSEM/231106_A431_CLEM_CM1_3J/dataset/TIFs/231106_A431_CLEM_CM1_3J_R01_029.tif,20.0,2.992,0.0,0.0,0.0,0.0,0.0,0.999336,0.999771,0,3833,7306,16766077,7306,3833,1120378,0.006521,0.0,0.008309,ok
lipidnet_scaled,ld,empiar_13420_macrophage_a431,MacrophageSEM,231106_00332,partial,15,SBFSEM/231106_A431_CLEM_CM1_3J/dataset/TIFs/231106_A431_CLEM_CM1_3J_R01_043.tif,20.0,0.939,0.296568,0.1741,0.948074,0.175776,0.296568,0.99984,0.999998,566,31,2654,16773965,3220,597,1660968,0.001939,0.4,0.08134,ok
lipidnet_scaled,ld,empiar_13420_macrophage_a431,MacrophageSEM,231106_00333,partial,15,SBFSEM/231106_A431_CLEM_CM1_3J/dataset/TIFs/231106_A431_CLEM_CM1_3J_R01_057.tif,20.0,1.021,0.0,0.0,nan,0.0,0.0,0.999916,1.0,0,0,1405,16775811,1405,0,1758599,0.000799,0.0,0.0,ok
lipidnet_scaled,ld,empiar_13420_macrophage_a431,MacrophageSEM,231106_00334,partial,15,SBFSEM/231106_A431_CLEM_CM1_3J/dataset/TIFs/231106_A431_CLEM_CM1_3J_R01_071.tif,20.0,0.863,0.0,0.0,0.0,0.0,0.0,0.999914,0.999914,0,1440,1,16775775,1,1440,1788647,1e-06,0.0,0.0,ok
lipidnet_scaled,ld,empiar_13420_macrophage_a431,MacrophageSEM,231106_00338,partial,15,SBFSEM/231106_A431_CLEM_CM1_3J/dataset/TIFs/231106_A431_CLEM_CM1_3J_R01_127.tif,20.0,0.803,0.0,0.0,nan,0.0,0.0,0.999911,1.0,0,0,1499,16775717,1499,0,409200,0.003663,0.0,0.0,ok
lipidnet_scaled,ld,empiar_13420_macrophage_a431,MacrophageSEM,231106_00339,partial,15,SBFSEM/231106_A431_CLEM_CM1_3J/dataset/TIFs/231106_A431_CLEM_CM1_3J_R01_141.tif,20.0,0.801,0.0,0.0,nan,0.0,0.0,0.999979,1.0,0,0,349,16776867,349,0,441,0.791383,0.0,0.0,ok
lipidnet_scaled,ld,empiar_13420_macrophage_a431,MacrophageSEM,240306_00340,partial,15,SBFSEM/240306_Microphages_OA-Chol_7T/dataset/TIFs/240306_OA-Chol_7T_R02_015.tif,20.0,2.765,0.619956,0.449229,0.990787,0.451113,0.619956,0.999898,0.999999,1398,13,1701,16774104,3099,1411,160737,0.01928,0.507463,0.385651,ok
lipidnet_scaled,ld,empiar_13420_macrophage_a431,MacrophageSEM,240306_00341,partial,15,SBFSEM/240306_Microphages_OA-Chol_7T/dataset/TIFs/240306_OA-Chol_7T_R02_029.tif,20.0,3.544,0.690841,0.527698,0.703552,0.67858,0.690841,0.999853,0.999931,2753,1160,1304,16771999,4057,3913,673200,0.006026,0.685994,0.450573,ok
lipidnet_scaled,ld,empiar_13420_macrophage_a431,MacrophageSEM,240306_00344,partial,15,SBFSEM/240306_Microphages_OA-Chol_7T/dataset/TIFs/240306_OA-Chol_7T_R02_071.tif,20.0,0.929,0.0,0.0,nan,0.0,0.0,0.999975,1.0,0,0,416,16776800,416,0,620583,0.00067,0.0,0.0,ok
lipidnet_scaled,ld,empiar_13420_macrophage_a431,MacrophageSEM,240306_00345,partial,15,SBFSEM/240306_Microphages_OA-Chol_7T/dataset/TIFs/240306_OA-Chol_7T_R02_085.tif,20.0,0.747,0.815913,0.689066,0.977439,0.700202,0.815913,0.999953,0.999998,1733,40,742,16774701,2475,1773,424116,0.005836,0.964706,0.258179,ok
lipidnet_scaled,ld,empiar_13420_macrophage_a431,MacrophageSEM,240306_00346,partial,15,SBFSEM/240306_Microphages_OA-Chol_7T/dataset/TIFs/240306_OA-Chol_7T_R02_099.tif,20.0,0.716,0.0,0.0,0.0,0.0,0.0,0.999887,0.999999,0,22,1869,16775325,1869,22,164825,0.011339,0.0,0.0,ok
lipidnet_scaled,ld,empiar_13420_macrophage_a431,MacrophageSEM,240307_00347,partial,15,SBFSEM/240307_Microphages_OA-Chol_AV-3/dataset/TIFs/240307_OA-Chol_AV_R01_AV-3_015.tif,20.0,11.431,0.906453,0.82891,1.0,0.82891,0.906453,0.999982,1.0,1468,0,303,16775445,1771,1468,20826,0.085038,1.0,0.869337,ok
lipidnet_scaled,ld,empiar_13420_macrophage_a431,MacrophageSEM,240307_00348,partial,15,SBFSEM/240307_Microphages_OA-Chol_AV-3/dataset/TIFs/240307_OA-Chol_AV_R01_AV-3_029.tif,20.0,9.09,0.224847,0.126664,0.140008,0.570624,0.224847,0.999417,0.999481,1418,8710,1067,16766021,2485,10128,224155,0.011086,0.138011,0.128079,ok
lipidnet_scaled,ld,empiar_13420_macrophage_a431,MacrophageSEM,240307_00349,partial,15,SBFSEM/240307_Microphages_OA-Chol_AV-3/dataset/TIFs/240307_OA-Chol_AV_R01_AV-3_043.tif,20.0,7.052,0.542462,0.372177,0.439899,0.707393,0.542462,0.999546,0.999657,4516,5750,1868,16765082,6384,10266,453150,0.014088,0.203476,0.426796,ok
lipidnet_scaled,ld,empiar_13420_macrophage_a431,MacrophageSEM,240307_00350,partial,15,SBFSEM/240307_Microphages_OA-Chol_AV-3/dataset/TIFs/240307_OA-Chol_AV_R01_AV-3_057.tif,20.0,6.618,0.528205,0.358885,0.497146,0.563403,0.528205,0.999323,0.999616,6358,6431,4927,16759500,11285,12789,648186,0.01741,0.423101,0.376412,ok
lipidnet_scaled,ld,empiar_13420_macrophage_a431,MacrophageSEM,240307_00351,partial,15,SBFSEM/240307_Microphages_OA-Chol_AV-3/dataset/TIFs/240307_OA-Chol_AV_R01_AV-3_071.tif,20.0,7.052,0.239454,0.136011,0.170201,0.403722,0.239454,0.99917,0.999363,2191,10682,3236,16761107,5427,12873,701888,0.007732,0.215947,0.0962,ok
lipidnet_scaled,ld,empiar_13420_macrophage_a431,MacrophageSEM,240307_00354,partial,15,SBFSEM/240307_Microphages_OA-Chol_AV-3/dataset/TIFs/240307_OA-Chol_AV_R01_AV-3_113.tif,20.0,5.306,0.530778,0.361265,0.589048,0.482999,0.530778,0.999883,0.999954,1108,773,1186,16774149,2294,1881,612927,0.003743,0.545113,0.407525,ok
lipidnet_scaled,ld,empiar_13420_macrophage_a431,MacrophageSEM,240307_00355,partial,15,SBFSEM/240307_Microphages_OA-Chol_AV-3/dataset/TIFs/240307_OA-Chol_AV_R01_AV-3_127.tif,20.0,4.574,0.776156,0.634196,0.949127,0.656513,0.776156,0.999957,0.999996,1250,67,654,16775245,1904,1317,539032,0.003532,0.657143,0.416124,ok
lipidnet_scaled,ld,empiar_13420_macrophage_a431,MacrophageSEM,240307_00357,partial,15,SBFSEM/240307_Microphages_OA-Chol_AV-3/dataset/TIFs/240307_OA-Chol_AV_R01_AV-3_155.tif,20.0,3.975,0.193347,0.10702,0.107349,0.972125,0.193347,0.999861,0.999862,279,2320,8,16774609,287,2599,265644,0.00108,0.183206,0.328905,ok
lipidnet_scaled,ld,empiar_13420_macrophage_a431,MacrophageSEM,240307_00358,partial,15,SBFSEM/240307_Microphages_OA-Chol_AV-3/dataset/TIFs/240307_OA-Chol_AV_R01_AV-3_169.tif,20.0,1.436,0.653202,0.485003,1.0,0.485003,0.653202,0.999952,1.0,760,0,807,16775649,1567,760,108882,0.014392,0.0,0.310606,ok
lipidnet_scaled,ld,empiar_13420_macrophage_a431,MacrophageSEM,240424_00359,full,10,SBFSEM/240424_Microphages_no_load/dataset/TIFs/240424_Microphages_no_load_R02_015.tif,20.0,1.999,0.0,0.0,0.0,0.0,0.0,0.926716,0.926872,0,1226682,2819,15547715,2819,1226682,16777216,0.000168,0.0,0.0,ok
lipidnet_scaled,ld,empiar_13420_macrophage_a431,MacrophageSEM,240424_00360,full,10,SBFSEM/240424_Microphages_no_load/dataset/TIFs/240424_Microphages_no_load_R02_015.tif,20.0,1.842,0.0,0.0,0.0,0.0,0.0,0.940622,0.94078,0,993379,2819,15781018,2819,993379,16777216,0.000168,0.0,0.0,ok
lipidnet_scaled,ld,empiar_13420_macrophage_a431,MacrophageSEM,240424_00361,full,10,SBFSEM/240424_Microphages_no_load/dataset/TIFs/240424_Microphages_no_load_R02_029.tif,20.0,1.635,0.108735,0.057493,0.061075,0.49505,0.108735,0.992964,0.993396,7201,110703,7345,16651967,14546,117904,16777216,0.000867,0.128388,0.090876,ok
lipidnet_scaled,ld,empiar_13420_macrophage_a431,MacrophageSEM,240424_00362,full,10,SBFSEM/240424_Microphages_no_load/dataset/TIFs/240424_Microphages_no_load_R02_029.tif,20.0,2.687,0.008157,0.004095,0.004118,0.419634,0.008157,0.911518,0.911945,6104,1476041,8442,15286629,14546,1482145,16777216,0.000867,0.020088,0.044895,ok
lipidnet_scaled,ld,empiar_13420_macrophage_a431,MacrophageSEM,240424_00363,full,10,SBFSEM/240424_Microphages_no_load/dataset/TIFs/240424_Microphages_no_load_R02_043.tif,20.0,1.592,0.052857,0.027146,0.028705,0.333228,0.052857,0.993265,0.993637,3153,106687,6309,16661067,9462,109840,16777216,0.000564,0.036232,0.046125,ok
lipidnet_scaled,ld,empiar_13420_macrophage_a431,MacrophageSEM,240424_00364,full,10,SBFSEM/240424_Microphages_no_load/dataset/TIFs/240424_Microphages_no_load_R02_043.tif,20.0,1.967,0.003203,0.001604,0.001609,0.324033,0.003203,0.886254,0.886571,3066,1901944,6396,14865810,9462,1905010,16777216,0.000564,0.002143,0.020832,ok
lipidnet_scaled,ld,empiar_13420_macrophage_a431,MacrophageSEM,240424_00365,full,10,SBFSEM/240424_Microphages_no_load/dataset/TIFs/240424_Microphages_no_load_R02_057.tif,20.0,1.991,0.021858,0.01105,0.011239,0.396187,0.021858,0.99091,0.991062,1704,149908,2597,16623007,4301,151612,16777216,0.000256,0.004396,0.02499,ok
lipidnet_scaled,ld,empiar_13420_macrophage_a431,MacrophageSEM,240424_00366,full,10,SBFSEM/240424_Microphages_no_load/dataset/TIFs/240424_Microphages_no_load_R02_057.tif,20.0,1.45,0.047532,0.024345,0.025228,0.410137,0.047532,0.995786,0.995936,1764,68158,2537,16704757,4301,69922,16777216,0.000256,0.025586,0.047709,ok
lipidnet_scaled,ld,empiar_13420_macrophage_a431,MacrophageSEM,240424_00367,full,10,SBFSEM/240424_Microphages_no_load/dataset/TIFs/240424_Microphages_no_load_R02_071.tif,20.0,1.509,0.0,0.0,0.0,0.0,0.0,0.993376,0.993456,0,109776,1356,16666084,1356,109776,16777216,8.1e-05,0.0,0.0,ok
lipidnet_scaled,ld,empiar_13420_macrophage_a431,MacrophageSEM,240424_00368,full,10,SBFSEM/240424_Microphages_no_load/dataset/TIFs/240424_Microphages_no_load_R02_071.tif,20.0,1.039,0.0,0.0,0.0,0.0,0.0,0.996978,0.997223,0,46585,4110,16726521,4110,46585,16777216,0.000245,0.0,0.0,ok
lipidnet_scaled,ld,empiar_13420_macrophage_a431,MacrophageSEM,240424_00370,full,10,SBFSEM/240424_Microphages_no_load/dataset/TIFs/240424_Microphages_no_load_R02_085.tif,20.0,1.828,0.046463,0.023784,0.023985,0.738932,0.046463,0.994855,0.994898,2103,85575,743,16688795,2846,87678,16777216,0.00017,0.010127,0.039506,ok
lipidnet_scaled,ld,empiar_13420_macrophage_a431,MacrophageSEM,240424_00371,full,10,SBFSEM/240424_Microphages_no_load/dataset/TIFs/240424_Microphages_no_load_R02_085.tif,20.0,1.557,0.0,0.0,0.0,0.0,0.0,0.995156,0.995325,0,78421,2846,16695949,2846,78421,16777216,0.00017,0.0,0.0,ok
lipidnet_scaled,ld,empiar_13420_macrophage_a431,MacrophageSEM,240424_00373,full,10,SBFSEM/240424_Microphages_no_load/dataset/TIFs/240424_Microphages_no_load_R02_099.tif,20.0,1.087,0.065811,0.034025,0.034336,0.789746,0.065811,0.996898,0.996927,1833,51551,488,16723344,2321,53384,16777216,0.000138,0.023346,0.059459,ok
lipidnet_scaled,ld,empiar_13420_macrophage_a431,MacrophageSEM,240424_00379,full,10,SBFSEM/240424_Microphages_no_load/dataset/TIFs/240424_Microphages_no_load_R02_127.tif,20.0,0.786,0.107406,0.05675,0.062025,0.400233,0.107406,0.998641,0.998763,1372,20748,2056,16753040,3428,22120,16777216,0.000204,0.033058,0.12056,ok
lipidnet_scaled,ld,empiar_13420_macrophage_a431,MacrophageSEM,240424_00381,full,10,SBFSEM/240424_Microphages_no_load/dataset/TIFs/240424_Microphages_no_load_R02_127.tif,20.0,0.94,0.140803,0.075733,0.08494,0.411319,0.140803,0.998974,0.999094,1410,15190,2018,16758598,3428,16600,16777216,0.000204,0.047619,0.120681,ok
lipidnet_scaled,ld,empiar_13420_macrophage_a431,MacrophageSEM,240424_00383,full,10,SBFSEM/240424_Microphages_no_load/dataset/TIFs/240424_Microphages_no_load_R02_141.tif,20.0,0.938,0.126182,0.06734,0.076218,0.36632,0.126182,0.998023,0.998269,2395,29028,4143,16741650,6538,31423,16777216,0.00039,0.204535,0.134754,ok
lipidnet_scaled,ld,empiar_13420_macrophage_a431,MacrophageSEM,240424_00385,full,10,SBFSEM/240424_Microphages_no_load/dataset/TIFs/240424_Microphages_no_load_R02_141.tif,20.0,0.944,0.194316,0.107614,0.119342,0.522682,0.194316,0.9982,0.998398,3641,26868,3325,16743382,6966,30509,16777216,0.000415,0.185784,0.152735,ok
lipidnet_scaled,ld,empiar_13420_macrophage_a431,MacrophageSEM,240424_00386,full,10,SBFSEM/240424_Microphages_no_load/dataset/TIFs/240424_Microphages_no_load_R02_141.tif,20.0,0.782,0.0,0.0,0.0,0.0,0.0,0.999365,0.999391,0,10224,428,16766564,428,10224,16777216,2.6e-05,0.0,0.0,ok
lipidnet_scaled,ld,empiar_13420_macrophage_a431,MacrophageSEM,240424_00387,full,10,SBFSEM/240424_Microphages_no_load/dataset/TIFs/240424_Microphages_no_load_R02_155.tif,20.0,0.751,0.0,0.0,0.0,0.0,0.0,0.998838,0.998878,0,18819,677,16757720,677,18819,16777216,4e-05,0.0,0.0,ok
lipidnet_scaled,ld,empiar_13420_macrophage_a431,MacrophageSEM,240424_00388,full,10,SBFSEM/240424_Microphages_no_load/dataset/TIFs/240424_Microphages_no_load_R02_155.tif,20.0,0.659,0.0,0.0,0.0,0.0,0.0,0.999356,0.999496,0,8456,2350,16766410,2350,8456,16777216,0.00014,0.0,0.0,ok
lipidnet_scaled,ld,empiar_13420_macrophage_a431,MacrophageSEM,240424_00389,full,10,SBFSEM/240424_Microphages_no_load/dataset/TIFs/240424_Microphages_no_load_R02_155.tif,20.0,0.953,0.0886,0.046353,0.060763,0.163501,0.0886,0.998522,0.998889,1205,18626,6165,16751220,7370,19831,16777216,0.000439,0.085427,0.10081,ok
lipidnet_scaled,ld,empiar_13420_macrophage_a431,MacrophageSEM,240424_00390,full,10,SBFSEM/240424_Microphages_no_load/dataset/TIFs/240424_Microphages_no_load_R02_155.tif,20.0,0.806,0.0,0.0,0.0,0.0,0.0,0.998409,0.998732,0,21261,5429,16750526,5429,21261,16777216,0.000324,0.0,0.0,ok
lipidnet_scaled,ld,empiar_13420_macrophage_a431,MacrophageSEM,240424_00397,full,10,SBFSEM/240424_Microphages_no_load/dataset/TIFs/240424_Microphages_no_load_R02_183.tif,20.0,0.894,0.055705,0.02865,0.029789,0.428496,0.055705,0.998365,0.998429,809,26349,1079,16748979,1888,27158,16777216,0.000113,0.0,0.071516,ok
lipidnet_scaled,ld,empiar_13420_macrophage_a431,MacrophageSEM,240424_00401,full,10,SBFSEM/240424_Microphages_no_load/dataset/TIFs/240424_Microphages_no_load_R02_197.tif,20.0,0.981,0.0,0.0,0.0,0.0,0.0,0.997741,0.997825,0,36490,1410,16739316,1410,36490,16777216,8.4e-05,0.0,0.0,ok
lipidnet_scaled,ld,empiar_13420_macrophage_a431,MacrophageSEM,240424_00402,full,10,SBFSEM/240424_Microphages_no_load/dataset/TIFs/240424_Microphages_no_load_R02_197.tif,20.0,0.775,0.0,0.0,0.0,0.0,0.0,0.999563,0.999588,0,6918,422,16769876,422,6918,16777216,2.5e-05,0.0,0.0,ok
lipidnet_scaled,ld,empiar_13420_macrophage_a431,MacrophageSEM,240424_00404,full,10,SBFSEM/240424_Microphages_no_load/dataset/TIFs/240424_Microphages_no_load_R02_211.tif,20.0,0.627,0.0,0.0,0.0,0.0,0.0,0.999876,0.999995,0,79,2009,16775128,2009,79,16777216,0.00012,0.0,0.0,ok
lipidnet_scaled,ld,empiar_13420_macrophage_a431,MacrophageSEM,240424_00405,full,10,SBFSEM/240424_Microphages_no_load/dataset/TIFs/240424_Microphages_no_load_R02_211.tif,20.0,0.824,0.0,0.0,0.0,0.0,0.0,0.999126,0.999218,0,13111,1548,16762557,1548,13111,16777216,9.2e-05,0.0,0.0,ok
lipidnet_scaled,ld,empiar_13420_macrophage_a431,MacrophageSEM,240424_00406,full,10,SBFSEM/240424_Microphages_no_load/dataset/TIFs/240424_Microphages_no_load_R02_211.tif,20.0,0.655,0.0,0.0,0.0,0.0,0.0,0.999659,0.999869,0,2189,3540,16771487,3540,2189,16777216,0.000211,0.0,0.0,ok
lipidnet_scaled,ld,empiar_13420_macrophage_a431,MacrophageSEM,240424_00407,full,10,SBFSEM/240424_Microphages_no_load/dataset/TIFs/240424_Microphages_no_load_R02_225.tif,20.0,0.702,0.0,0.0,0.0,0.0,0.0,0.998702,0.999205,0,13337,8446,16755433,8446,13337,16777216,0.000503,0.0,0.0,ok
lipidnet_scaled,ld,empiar_13420_macrophage_a431,MacrophageSEM,240424_00408,full,10,SBFSEM/240424_Microphages_no_load/dataset/TIFs/240424_Microphages_no_load_R02_225.tif,20.0,0.61,0.014917,0.007515,1.0,0.007515,0.014917,0.999575,1.0,54,0,7132,16770030,7186,54,16777216,0.000428,0.0,0.008475,ok
lipidnet_scaled,ld,empiar_13420_macrophage_a431,MacrophageSEM,240424_00409,full,10,SBFSEM/240424_Microphages_no_load/dataset/TIFs/240424_Microphages_no_load_R02_225.tif,20.0,0.856,0.00185,0.000926,0.00128,0.003334,0.00185,0.997877,0.998464,33,25747,9866,16741570,9899,25780,16777216,0.00059,0.0,0.0,ok
lipidnet_scaled,ld,empiar_13420_macrophage_a431,MacrophageSEM,240424_00410,full,10,SBFSEM/240424_Microphages_no_load/dataset/TIFs/240424_Microphages_no_load_R02_225.tif,20.0,0.692,0.361176,0.220387,0.51523,0.278041,0.361176,0.999494,0.999865,2402,2260,6237,16766317,8639,4662,16777216,0.000515,0.064516,0.329135,ok
lipidnet_scaled,ld,empiar_13420_macrophage_a431,MacrophageSEM,240424_00411,full,10,SBFSEM/240424_Microphages_no_load/dataset/TIFs/240424_Microphages_no_load_R02_239.tif,20.0,1.048,0.431299,0.274941,0.561705,0.350035,0.431299,0.999764,0.99993,1502,1172,2789,16771753,4291,2674,16777216,0.000256,0.503597,0.233744,ok
lipidnet_scaled,ld,empiar_13420_macrophage_a431,MacrophageSEM,240424_00412,full,10,SBFSEM/240424_Microphages_no_load/dataset/TIFs/240424_Microphages_no_load_R02_239.tif,20.0,0.632,0.0,0.0,0.0,0.0,0.0,0.999804,0.999933,0,1117,2171,16773928,2171,1117,16777216,0.000129,0.0,0.0,ok
lipidnet_scaled,ld,empiar_13420_macrophage_a431,MacrophageSEM,240424_00413,full,10,SBFSEM/240424_Microphages_no_load/dataset/TIFs/240424_Microphages_no_load_R02_239.tif,20.0,0.791,0.19147,0.10587,0.115377,0.56234,0.19147,0.998785,0.998897,2413,18501,1878,16754424,4291,20914,16777216,0.000256,0.067797,0.155126,ok
lipidnet_scaled,ld,empiar_13420_macrophage_a431,MacrophageSEM,240424_00414,full,10,SBFSEM/240424_Microphages_no_load/dataset/TIFs/240424_Microphages_no_load_R02_239.tif,20.0,0.655,0.0,0.0,0.0,0.0,0.0,0.999498,0.999627,0,6257,2171,16768788,2171,6257,16777216,0.000129,0.0,0.0,ok
lipidnet_scaled,ld,empiar_13420_macrophage_a431,MacrophageSEM,240424_00415,full,10,SBFSEM/240424_Microphages_no_load/dataset/TIFs/240424_Microphages_no_load_R02_253.tif,20.0,0.572,0.0,0.0,nan,0.0,0.0,0.999808,1.0,0,0,3224,16773992,3224,0,16777216,0.000192,0.0,0.0,ok
