arm,organelle,neck,decoder,loss,adapt,canonical_nm,split,n_evaluated,n_excluded,dice,iou,precision,recall,boundary_f1,boundary_iou,hd95,cldice,auprc,pq,sq,rq,ap,vi
nucleus_quantem,nucleus,naive_1x1,affinity_mws,dice_bce,last_n,25.0,val,109,0,0.8813910210456639,0.8170226680004453,0.8964615166089955,0.8902461184710063,0.7577394782367659,0.619564055977722,375.02657795599566,,0.9285742211568346,0.40772635926314754,0.8280309930314331,0.4539048205147949,0.6549392832582488,0.2664116807142394
nucleus_quantem,nucleus,naive_1x1,affinity_mws,dice_bce,last_n,25.0,test,738,0,0.6545059327976521,0.5617089520170349,0.8638907462676967,0.6325858261968943,0.6132157210189766,0.4323871330954134,321.9333866805247,,0.7783005043799872,0.2693510149843689,0.720186813040911,0.31172199034336406,0.4079587242995036,0.7321817609989043
